,Unnamed: 0,fips,date,PRECTOT,PS,QV2M,T2M,T2MDEW,T2MWET,T2M_MAX,T2M_MIN,T2M_RANGE,TS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,lat,lon,elevation,slope1,slope2,slope3,slope4,slope5,slope6,slope7,slope8,aspectN,aspectE,aspectS,aspectW,aspectUnknown,WAT_LAND,NVG_LAND,URB_LAND,GRS_LAND,FOR_LAND,CULTRF_LAND,CULTIR_LAND,CULT_LAND,SQ1,SQ2,SQ3,SQ4,SQ5,SQ6,SQ7,class
33102,33102,1075,1118102400000,0.17,99.99,15.32,24.83,20.64,20.65,29.94,19.1,10.83,24.67,1.05,1.65,0.43,1.22,2.19,4.02,0.71,3.31,37.520021,-87.685095,151,0.0153,0.1715,0.4507,0.3258,0.0364,0.0003,0.0,0.0,0.1906,0.2054,0.1903,0.2269,0.1868,0.0,0,0.640100002,5.02821207,38.02241135,56.16390228,0.145373195,56.30927658,1,1,1,1,1,1,1,1
33110,33110,1075,1122940800000,1.54,100.34,16.49,27.16,21.93,21.93,32.41,22.02,10.4,27.05,1.45,1.93,1.0,0.93,2.79,3.55,1.53,2.02,37.520021,-87.685095,151,0.0153,0.1715,0.4507,0.3258,0.0364,0.0003,0.0,0.0,0.1906,0.2054,0.1903,0.2269,0.1868,0.0,0,0.640100002,5.02821207,38.02241135,56.16390228,0.145373195,56.30927658,1,1,1,1,1,1,1,0
33111,33111,1075,1123545600000,2.08,100.21,16.3,27.51,21.69,21.69,33.7,22.09,11.61,27.65,1.02,1.46,0.58,0.88,2.27,3.75,1.01,2.74,37.520021,-87.685095,151,0.0153,0.1715,0.4507,0.3258,0.0364,0.0003,0.0,0.0,0.1906,0.2054,0.1903,0.2269,0.1868,0.0,0,0.640100002,5.02821207,38.02241135,56.16390228,0.145373195,56.30927658,1,1,1,1,1,1,1,0
33115,33115,1075,1125964800000,0.0,100.93,11.09,23.1,15.68,15.68,30.19,17.3,12.88,23.16,1.99,2.74,1.48,1.27,4.58,5.8,2.1,3.7,37.520021,-87.685095,151,0.0153,0.1715,0.4507,0.3258,0.0364,0.0003,0.0,0.0,0.1906,0.2054,0.1903,0.2269,0.1868,0.0,0,0.640100002,5.02821207,38.02241135,56.16390228,0.145373195,56.30927658,1,1,1,1,1,1,1,0
33119,33119,1075,1128384000000,0.0,100.63,13.03,23.18,18.02,18.02,30.66,16.89,13.77,23.25,2.02,2.88,1.48,1.4,4.58,5.51,3.36,2.15,37.520021,-87.685095,151,0.0153,0.1715,0.4507,0.3258,0.0364,0.0003,0.0,0.0,0.1906,0.2054,0.1903,0.2269,0.1868,0.0,0,0.640100002,5.02821207,38.02241135,56.16390228,0.145373195,56.30927658,1,1,1,1,1,1,1,0
33120,33120,1075,1128988800000,0.0,100.17,10.15,19.21,14.24,14.24,28.18,12.26,15.93,19.39,1.45,1.9,0.92,0.98,3.32,5.38,1.33,4.04,37.520021,-87.685095,151,0.0153,0.1715,0.4507,0.3258,0.0364,0.0003,0.0,0.0,0.1906,0.2054,0.1903,0.2269,0.1868,0.0,0,0.640100002,5.02821207,38.02241135,56.16390228,0.145373195,56.30927658,1,1,1,1,1,1,1,0
33122,33122,1075,1130198400000,0.0,100.52,4.25,8.19,1.57,1.6,15.06,3.3,11.76,8.3,2.42,3.66,1.62,2.04,5.0,5.94,3.95,1.99,37.520021,-87.685095,151,0.0153,0.1715,0.4507,0.3258,0.0364,0.0003,0.0,0.0,0.1906,0.2054,0.1903,0.2269,0.1868,0.0,0,0.640100002,5.02821207,38.02241135,56.16390228,0.145373195,56.30927658,1,1,1,1,1,1,1,0
33123,33123,1075,1130803200000,1.47,100.52,8.49,14.95,11.52,11.52,20.56,9.44,11.12,14.99,1.82,2.62,1.07,1.55,3.81,5.81,1.66,4.15,37.520021,-87.685095,151,0.0153,0.1715,0.4507,0.3258,0.0364,0.0003,0.0,0.0,0.1906,0.2054,0.1903,0.2269,0.1868,0.0,0,0.640100002,5.02821207,38.02241135,56.16390228,0.145373195,56.30927658,1,1,1,1,1,1,1,1
33124,33124,1075,1131408000000,0.0,100.76,10.9,21.71,15.44,15.44,30.06,15.52,14.54,21.71,1.81,2.3,0.91,1.4,4.03,5.92,1.37,4.55,37.520021,-87.685095,151,0.0153,0.1715,0.4507,0.3258,0.0364,0.0003,0.0,0.0,0.1906,0.2054,0.1903,0.2269,0.1868,0.0,0,0.640100002,5.02821207,38.02241135,56.16390228,0.145373195,56.30927658,1,1,1,1,1,1,1,1
33132,33132,1075,1136246400000,0.0,100.29,5.98,9.48,6.39,6.39,15.1,4.82,10.28,8.42,1.69,2.25,0.36,1.89,3.14,5.0,0.47,4.53,37.520021,-87.685095,151,0.0153,0.1715,0.4507,0.3258,0.0364,0.0003,0.0,0.0,0.1906,0.2054,0.1903,0.2269,0.1868,0.0,0,0.640100002,5.02821207,38.02241135,56.16390228,0.145373195,56.30927658,1,1,1,1,1,1,1,0
33135,33135,1075,1138060800000,0.0,100.83,4.76,6.97,3.11,3.12,13.99,1.19,12.8,6.96,2.11,3.2,1.25,1.95,4.41,6.95,1.68,5.27,37.520021,-87.685095,151,0.0153,0.1715,0.4507,0.3258,0.0364,0.0003,0.0,0.0,0.1906,0.2054,0.1903,0.2269,0.1868,0.0,0,0.640100002,5.02821207,38.02241135,56.16390228,0.145373195,56.30927658,1,1,1,1,1,1,1,0
33139,33139,1075,1140480000000,0.64,100.54,5.13,6.43,3.92,3.93,12.43,-0.23,12.66,6.44,1.4,2.7,0.39,2.31,2.83,5.7,0.54,5.16,37.520021,-87.685095,151,0.0153,0.1715,0.4507,0.3258,0.0364,0.0003,0.0,0.0,0.1906,0.2054,0.1903,0.2269,0.1868,0.0,0,0.640100002,5.02821207,38.02241135,56.16390228,0.145373195,56.30927658,1,1,1,1,1,1,1,0
33140,33140,1075,1141084800000,0.0,100.44,8.06,11.85,10.4,10.4,18.6,4.54,14.06,11.82,2.6,3.4,1.94,1.46,5.51,6.59,4.31,2.28,37.520021,-87.685095,151,0.0153,0.1715,0.4507,0.3258,0.0364,0.0003,0.0,0.0,0.1906,0.2054,0.1903,0.2269,0.1868,0.0,0,0.640100002,5.02821207,38.02241135,56.16390228,0.145373195,56.30927658,1,1,1,1,1,1,1,0
33144,33144,1075,1143504000000,0.61,100.84,7.46,12.77,9.64,9.64,17.87,7.33,10.55,12.72,2.12,3.06,1.48,1.58,4.44,5.1,3.14,1.96,37.520021,-87.685095,151,0.0153,0.1715,0.4507,0.3258,0.0364,0.0003,0.0,0.0,0.1906,0.2054,0.1903,0.2269,0.1868,0.0,0,0.640100002,5.02821207,38.02241135,56.16390228,0.145373195,56.30927658,1,1,1,1,1,1,1,0
33145,33145,1075,1144108800000,0.0,100.76,5.96,12.52,6.27,6.28,19.86,6.06,13.8,12.38,1.92,2.6,1.52,1.08,3.94,4.94,2.64,2.3,37.520021,-87.685095,151,0.0153,0.1715,0.4507,0.3258,0.0364,0.0003,0.0,0.0,0.1906,0.2054,0.1903,0.2269,0.1868,0.0,0,0.640100002,5.02821207,38.02241135,56.16390228,0.145373195,56.30927658,1,1,1,1,1,1,1,0
33146,33146,1075,1144713600000,0.0,100.95,8.4,16.08,11.35,11.35,23.52,8.44,15.08,16.09,2.55,3.37,1.73,1.64,5.37,6.62,3.15,3.48,37.520021,-87.685095,151,0.0153,0.1715,0.4507,0.3258,0.0364,0.0003,0.0,0.0,0.1906,0.2054,0.1903,0.2269,0.1868,0.0,0,0.640100002,5.02821207,38.02241135,56.16390228,0.145373195,56.30927658,1,1,1,1,1,1,1,0
33147,33147,1075,1145318400000,0.0,99.52,14.88,24.21,20.12,20.12,31.01,18.38,12.63,23.9,1.88,2.6,0.98,1.61,4.11,6.93,2.38,4.56,37.520021,-87.685095,151,0.0153,0.1715,0.4507,0.3258,0.0364,0.0003,0.0,0.0,0.1906,0.2054,0.1903,0.2269,0.1868,0.0,0,0.640100002,5.02821207,38.02241135,56.16390228,0.145373195,56.30927658,1,1,1,1,1,1,1,0
33148,33148,1075,1145923200000,3.78,99.82,13.54,21.84,18.66,18.66,27.67,17.19,10.48,21.79,1.81,2.79,1.16,1.63,3.96,5.91,1.97,3.94,37.520021,-87.685095,151,0.0153,0.1715,0.4507,0.3258,0.0364,0.0003,0.0,0.0,0.1906,0.2054,0.1903,0.2269,0.1868,0.0,0,0.640100002,5.02821207,38.02241135,56.16390228,0.145373195,56.30927658,1,1,1,1,1,1,1,0
33149,33149,1075,1146528000000,0.01,100.43,12.28,20.49,17.15,17.15,27.03,13.83,13.2,20.51,1.84,2.32,1.36,0.96,4.21,5.5,2.69,2.81,37.520021,-87.685095,151,0.0153,0.1715,0.4507,0.3258,0.0364,0.0003,0.0,0.0,0.1906,0.2054,0.1903,0.2269,0.1868,0.0,0,0.640100002,5.02821207,38.02241135,56.16390228,0.145373195,56.30927658,1,1,1,1,1,1,1,0
33151,33151,1075,1147737600000,1.74,99.98,8.7,15.29,11.83,11.83,20.92,8.41,12.51,15.38,1.92,2.93,1.33,1.59,4.11,5.11,1.95,3.16,37.520021,-87.685095,151,0.0153,0.1715,0.4507,0.3258,0.0364,0.0003,0.0,0.0,0.1906,0.2054,0.1903,0.2269,0.1868,0.0,0,0.640100002,5.02821207,38.02241135,56.16390228,0.145373195,56.30927658,1,1,1,1,1,1,1,0
33153,33153,1075,1148947200000,0.04,100.42,14.3,26.81,19.61,19.62,33.73,20.34,13.4,26.85,1.24,1.85,0.26,1.59,2.98,5.16,0.57,4.59,37.520021,-87.685095,151,0.0153,0.1715,0.4507,0.3258,0.0364,0.0003,0.0,0.0,0.1906,0.2054,0.1903,0.2269,0.1868,0.0,0,0.640100002,5.02821207,38.02241135,56.16390228,0.145373195,56.30927658,1,1,1,1,1,1,1,0
33157,33157,1075,1151366400000,0.0,100.27,10.44,25.9,14.51,14.51,33.42,18.97,14.44,26.21,2.09,2.82,1.27,1.55,4.15,5.99,2.61,3.38,37.520021,-87.685095,151,0.0153,0.1715,0.4507,0.3258,0.0364,0.0003,0.0,0.0,0.1906,0.2054,0.1903,0.2269,0.1868,0.0,0,0.640100002,5.02821207,38.02241135,56.16390228,0.145373195,56.30927658,1,1,1,1,1,1,1,0
33158,33158,1075,1151971200000,2.09,100.39,14.13,30.08,19.34,19.34,36.78,23.9,12.88,30.21,1.36,1.96,0.72,1.24,2.69,5.22,0.99,4.23,37.520021,-87.685095,151,0.0153,0.1715,0.4507,0.3258,0.0364,0.0003,0.0,0.0,0.1906,0.2054,0.1903,0.2269,0.1868,0.0,0,0.640100002,5.02821207,38.02241135,56.16390228,0.145373195,56.30927658,1,1,1,1,1,1,1,1
33159,33159,1075,1152576000000,0.04,100.49,13.42,29.17,18.55,18.55,36.62,23.17,13.44,29.39,1.99,2.43,1.31,1.12,4.27,6.03,2.7,3.34,37.520021,-87.685095,151,0.0153,0.1715,0.4507,0.3258,0.0364,0.0003,0.0,0.0,0.1906,0.2054,0.1903,0.2269,0.1868,0.0,0,0.640100002,5.02821207,38.02241135,56.16390228,0.145373195,56.30927658,1,1,1,1,1,1,1,1
33161,33161,1075,1153785600000,0.91,100.29,12.21,28.38,16.89,16.89,35.54,20.84,14.7,28.7,1.87,3.09,0.95,2.13,3.81,5.24,1.39,3.86,37.520021,-87.685095,151,0.0153,0.1715,0.4507,0.3258,0.0364,0.0003,0.0,0.0,0.1906,0.2054,0.1903,0.2269,0.1868,0.0,0,0.640100002,5.02821207,38.02241135,56.16390228,0.145373195,56.30927658,1,1,1,1,1,1,1,1
33166,33166,1075,1156809600000,5.87,99.81,17.07,27.5,22.42,22.41,31.93,23.9,8.03,27.61,1.54,2.05,1.06,0.99,2.98,4.25,1.87,2.38,37.520021,-87.685095,151,0.0153,0.1715,0.4507,0.3258,0.0364,0.0003,0.0,0.0,0.1906,0.2054,0.1903,0.2269,0.1868,0.0,0,0.640100002,5.02821207,38.02241135,56.16390228,0.145373195,56.30927658,1,1,1,1,1,1,1,1
33167,33167,1075,1157414400000,0.01,100.24,9.05,25.52,12.45,12.45,33.29,19.45,13.84,25.78,1.92,2.48,1.54,0.94,3.8,5.45,2.59,2.87,37.520021,-87.685095,151,0.0153,0.1715,0.4507,0.3258,0.0364,0.0003,0.0,0.0,0.1906,0.2054,0.1903,0.2269,0.1868,0.0,0,0.640100002,5.02821207,38.02241135,56.16390228,0.145373195,56.30927658,1,1,1,1,1,1,1,1
33169,33169,1075,1158624000000,1.1,100.14,9.39,20.78,12.53,12.54,27.64,14.18,13.46,20.8,2.46,3.41,1.72,1.69,4.91,6.08,3.72,2.35,37.520021,-87.685095,151,0.0153,0.1715,0.4507,0.3258,0.0364,0.0003,0.0,0.0,0.1906,0.2054,0.1903,0.2269,0.1868,0.0,0,0.640100002,5.02821207,38.02241135,56.16390228,0.145373195,56.30927658,1,1,1,1,1,1,1,1
33170,33170,1075,1159228800000,0.02,100.5,7.86,18.31,10.38,10.38,25.72,10.65,15.07,17.57,1.49,2.0,0.79,1.21,2.97,4.55,1.12,3.43,37.520021,-87.685095,151,0.0153,0.1715,0.4507,0.3258,0.0364,0.0003,0.0,0.0,0.1906,0.2054,0.1903,0.2269,0.1868,0.0,0,0.640100002,5.02821207,38.02241135,56.16390228,0.145373195,56.30927658,1,1,1,1,1,1,1,1
33174,33174,1075,1161648000000,0.01,100.89,4.55,8.41,2.47,2.5,15.61,2.52,13.08,8.14,1.73,2.35,1.17,1.17,3.61,5.35,2.12,3.22,37.520021,-87.685095,151,0.0153,0.1715,0.4507,0.3258,0.0364,0.0003,0.0,0.0,0.1906,0.2054,0.1903,0.2269,0.1868,0.0,0,0.640100002,5.02821207,38.02241135,56.16390228,0.145373195,56.30927658,1,1,1,1,1,1,1,1
33175,33175,1075,1162252800000,10.79,100.36,10.87,16.83,15.13,15.13,22.39,12.23,10.16,16.81,2.09,2.7,1.21,1.49,4.47,5.39,2.97,2.42,37.520021,-87.685095,151,0.0153,0.1715,0.4507,0.3258,0.0364,0.0003,0.0,0.0,0.1906,0.2054,0.1903,0.2269,0.1868,0.0,0,0.640100002,5.02821207,38.02241135,56.16390228,0.145373195,56.30927658,1,1,1,1,1,1,1,0
33177,33177,1075,1163462400000,7.27,99.68,7.42,11.09,9.17,9.17,17.06,4.9,12.17,10.85,2.12,3.1,1.44,1.66,4.01,6.23,2.01,4.22,37.520021,-87.685095,151,0.0153,0.1715,0.4507,0.3258,0.0364,0.0003,0.0,0.0,0.1906,0.2054,0.1903,0.2269,0.1868,0.0,0,0.640100002,5.02821207,38.02241135,56.16390228,0.145373195,56.30927658,1,1,1,1,1,1,1,0
33179,33179,1075,1164672000000,0.03,100.72,9.91,15.33,13.91,13.91,21.27,10.43,10.83,15.27,2.35,2.98,1.61,1.37,5.22,6.16,3.66,2.5,37.520021,-87.685095,151,0.0153,0.1715,0.4507,0.3258,0.0364,0.0003,0.0,0.0,0.1906,0.2054,0.1903,0.2269,0.1868,0.0,0,0.640100002,5.02821207,38.02241135,56.16390228,0.145373195,56.30927658,1,1,1,1,1,1,1,0
33182,33182,1075,1166486400000,0.0,101.3,8.4,13.15,11.48,11.48,19.42,8.77,10.65,13.01,1.95,2.3,1.45,0.85,4.08,5.4,2.9,2.51,37.520021,-87.685095,151,0.0153,0.1715,0.4507,0.3258,0.0364,0.0003,0.0,0.0,0.1906,0.2054,0.1903,0.2269,0.1868,0.0,0,0.640100002,5.02821207,38.02241135,56.16390228,0.145373195,56.30927658,1,1,1,1,1,1,1,0
33194,33194,1075,1173744000000,0.04,100.84,10.85,17.23,15.32,15.32,21.94,11.81,10.13,17.18,2.05,2.52,1.68,0.84,4.72,6.43,2.82,3.61,37.520021,-87.685095,151,0.0153,0.1715,0.4507,0.3258,0.0364,0.0003,0.0,0.0,0.1906,0.2054,0.1903,0.2269,0.1868,0.0,0,0.640100002,5.02821207,38.02241135,56.16390228,0.145373195,56.30927658,1,1,1,1,1,1,1,1
33195,33195,1075,1174348800000,0.0,101.34,8.96,16.82,12.5,12.5,24.19,10.73,13.46,16.83,2.15,2.98,1.49,1.49,4.78,6.93,2.17,4.76,37.520021,-87.685095,151,0.0153,0.1715,0.4507,0.3258,0.0364,0.0003,0.0,0.0,0.1906,0.2054,0.1903,0.2269,0.1868,0.0,0,0.640100002,5.02821207,38.02241135,56.16390228,0.145373195,56.30927658,1,1,1,1,1,1,1,1
33196,33196,1075,1174953600000,1.8,100.65,11.89,19.61,16.74,16.74,25.55,15.37,10.18,19.6,2.42,3.49,1.52,1.97,5.13,6.4,3.17,3.23,37.520021,-87.685095,151,0.0153,0.1715,0.4507,0.3258,0.0364,0.0003,0.0,0.0,0.1906,0.2054,0.1903,0.2269,0.1868,0.0,0,0.640100002,5.02821207,38.02241135,56.16390228,0.145373195,56.30927658,1,1,1,1,1,1,1,1
33197,33197,1075,1175558400000,12.03,100.22,13.44,20.6,18.53,18.53,25.69,15.83,9.86,20.57,2.19,3.34,1.25,2.09,4.78,6.28,2.43,3.86,37.520021,-87.685095,151,0.0153,0.1715,0.4507,0.3258,0.0364,0.0003,0.0,0.0,0.1906,0.2054,0.1903,0.2269,0.1868,0.0,0,0.640100002,5.02821207,38.02241135,56.16390228,0.145373195,56.30927658,1,1,1,1,1,1,1,1
33198,33198,1075,1176163200000,1.37,99.88,6.41,10.75,6.93,6.94,16.72,4.07,12.65,10.62,2.58,3.66,1.42,2.24,4.7,6.88,2.19,4.68,37.520021,-87.685095,151,0.0153,0.1715,0.4507,0.3258,0.0364,0.0003,0.0,0.0,0.1906,0.2054,0.1903,0.2269,0.1868,0.0,0,0.640100002,5.02821207,38.02241135,56.16390228,0.145373195,56.30927658,1,1,1,1,1,1,1,1
33200,33200,1075,1177372800000,0.95,100.48,12.75,21.87,17.83,17.83,27.44,17.97,9.47,21.91,2.35,3.18,1.73,1.45,4.8,6.8,3.58,3.22,37.520021,-87.685095,151,0.0153,0.1715,0.4507,0.3258,0.0364,0.0003,0.0,0.0,0.1906,0.2054,0.1903,0.2269,0.1868,0.0,0,0.640100002,5.02821207,38.02241135,56.16390228,0.145373195,56.30927658,1,1,1,1,1,1,1,1
33201,33201,1075,1177977600000,0.0,100.19,10.38,22.34,14.54,14.54,30.58,13.71,16.88,22.42,1.82,2.27,0.81,1.46,4.08,6.36,1.13,5.23,37.520021,-87.685095,151,0.0153,0.1715,0.4507,0.3258,0.0364,0.0003,0.0,0.0,0.1906,0.2054,0.1903,0.2269,0.1868,0.0,0,0.640100002,5.02821207,38.02241135,56.16390228,0.145373195,56.30927658,1,1,1,1,1,1,1,1
33202,33202,1075,1178582400000,0.0,100.49,9.25,21.6,12.77,12.77,29.69,13.31,16.37,21.44,1.58,2.32,0.4,1.92,3.01,5.05,0.62,4.43,37.520021,-87.685095,151,0.0153,0.1715,0.4507,0.3258,0.0364,0.0003,0.0,0.0,0.1906,0.2054,0.1903,0.2269,0.1868,0.0,0,0.640100002,5.02821207,38.02241135,56.16390228,0.145373195,56.30927658,1,1,1,1,1,1,1,1
33203,33203,1075,1179187200000,3.05,100.63,12.29,22.83,17.24,17.24,27.48,19.62,7.86,22.85,2.11,2.72,1.47,1.25,4.42,5.24,3.04,2.2,37.520021,-87.685095,151,0.0153,0.1715,0.4507,0.3258,0.0364,0.0003,0.0,0.0,0.1906,0.2054,0.1903,0.2269,0.1868,0.0,0,0.640100002,5.02821207,38.02241135,56.16390228,0.145373195,56.30927658,1,1,1,1,1,1,1,1
33204,33204,1075,1179792000000,0.0,100.54,8.83,23.24,12.01,12.01,31.17,14.27,16.9,22.56,2.01,2.6,1.01,1.6,3.73,5.45,1.45,4.0,37.520021,-87.685095,151,0.0153,0.1715,0.4507,0.3258,0.0364,0.0003,0.0,0.0,0.1906,0.2054,0.1903,0.2269,0.1868,0.0,0,0.640100002,5.02821207,38.02241135,56.16390228,0.145373195,56.30927658,1,1,1,1,1,1,1,1
33205,33205,1075,1180396800000,0.25,100.58,11.34,24.99,15.93,15.93,31.73,18.0,13.73,25.21,1.94,2.81,1.0,1.81,3.9,5.04,2.14,2.9,37.520021,-87.685095,151,0.0153,0.1715,0.4507,0.3258,0.0364,0.0003,0.0,0.0,0.1906,0.2054,0.1903,0.2269,0.1868,0.0,0,0.640100002,5.02821207,38.02241135,56.16390228,0.145373195,56.30927658,1,1,1,1,1,1,1,1
33206,33206,1075,1181001600000,0.43,99.61,11.24,25.69,15.45,15.45,33.72,19.77,13.95,25.92,1.8,2.69,0.9,1.79,3.72,5.11,1.43,3.67,37.520021,-87.685095,151,0.0153,0.1715,0.4507,0.3258,0.0364,0.0003,0.0,0.0,0.1906,0.2054,0.1903,0.2269,0.1868,0.0,0,0.640100002,5.02821207,38.02241135,56.16390228,0.145373195,56.30927658,1,1,1,1,1,1,1,1
33209,33209,1075,1182816000000,7.87,100.87,15.56,27.37,21.02,21.02,33.58,21.52,12.06,27.42,1.13,1.53,0.54,0.98,2.27,4.19,0.9,3.29,37.520021,-87.685095,151,0.0153,0.1715,0.4507,0.3258,0.0364,0.0003,0.0,0.0,0.1906,0.2054,0.1903,0.2269,0.1868,0.0,0,0.640100002,5.02821207,38.02241135,56.16390228,0.145373195,56.30927658,1,1,1,1,1,1,1,1
33212,33212,1075,1184630400000,1.71,100.4,16.17,25.66,21.63,21.63,30.82,21.44,9.38,25.76,1.13,1.54,0.46,1.09,2.6,4.29,0.71,3.58,37.520021,-87.685095,151,0.0153,0.1715,0.4507,0.3258,0.0364,0.0003,0.0,0.0,0.1906,0.2054,0.1903,0.2269,0.1868,0.0,0,0.640100002,5.02821207,38.02241135,56.16390228,0.145373195,56.30927658,1,1,1,1,1,1,1,1
33213,33213,1075,1185235200000,0.41,100.18,14.86,26.32,20.19,20.19,32.51,19.6,12.9,26.29,1.35,1.98,0.94,1.04,2.83,4.86,1.88,2.98,37.520021,-87.685095,151,0.0153,0.1715,0.4507,0.3258,0.0364,0.0003,0.0,0.0,0.1906,0.2054,0.1903,0.2269,0.1868,0.0,0,0.640100002,5.02821207,38.02241135,56.16390228,0.145373195,56.30927658,1,1,1,1,1,1,1,1
33214,33214,1075,1185840000000,1.18,99.88,15.23,28.55,20.56,20.56,36.12,22.29,13.83,28.62,1.45,1.74,1.22,0.52,3.22,5.16,1.78,3.38,37.520021,-87.685095,151,0.0153,0.1715,0.4507,0.3258,0.0364,0.0003,0.0,0.0,0.1906,0.2054,0.1903,0.2269,0.1868,0.0,0,0.640100002,5.02821207,38.02241135,56.16390228,0.145373195,56.30927658,1,1,1,1,1,1,1,1
33218,33218,1075,1188259200000,2.57,100.4,16.95,27.12,22.38,22.38,32.54,23.19,9.35,27.25,1.17,1.42,0.86,0.56,2.49,3.94,1.65,2.29,37.520021,-87.685095,151,0.0153,0.1715,0.4507,0.3258,0.0364,0.0003,0.0,0.0,0.1906,0.2054,0.1903,0.2269,0.1868,0.0,0,0.640100002,5.02821207,38.02241135,56.16390228,0.145373195,56.30927658,1,1,1,1,1,1,1,1
33220,33220,1075,1189468800000,5.74,100.11,16.03,24.98,21.41,21.41,28.82,20.84,7.98,25.03,1.55,1.98,1.16,0.82,3.13,4.24,2.22,2.02,37.520021,-87.685095,151,0.0153,0.1715,0.4507,0.3258,0.0364,0.0003,0.0,0.0,0.1906,0.2054,0.1903,0.2269,0.1868,0.0,0,0.640100002,5.02821207,38.02241135,56.16390228,0.145373195,56.30927658,1,1,1,1,1,1,1,1
33221,33221,1075,1190073600000,0.0,100.77,10.57,21.95,14.94,14.94,29.68,16.09,13.59,22.04,1.92,3.01,1.44,1.57,4.3,5.84,3.08,2.76,37.520021,-87.685095,151,0.0153,0.1715,0.4507,0.3258,0.0364,0.0003,0.0,0.0,0.1906,0.2054,0.1903,0.2269,0.1868,0.0,0,0.640100002,5.02821207,38.02241135,56.16390228,0.145373195,56.30927658,1,1,1,1,1,1,1,1
33222,33222,1075,1190678400000,0.17,100.53,14.66,26.7,20.0,20.0,34.07,21.41,12.66,26.71,1.83,2.76,1.12,1.63,3.86,4.89,2.18,2.71,37.520021,-87.685095,151,0.0153,0.1715,0.4507,0.3258,0.0364,0.0003,0.0,0.0,0.1906,0.2054,0.1903,0.2269,0.1868,0.0,0,0.640100002,5.02821207,38.02241135,56.16390228,0.145373195,56.30927658,1,1,1,1,1,1,1,1
33224,33224,1075,1191888000000,4.14,100.2,13.36,24.59,18.41,18.42,30.91,17.98,12.93,24.38,1.8,2.66,0.39,2.27,3.57,5.64,0.58,5.06,37.520021,-87.685095,151,0.0153,0.1715,0.4507,0.3258,0.0364,0.0003,0.0,0.0,0.1906,0.2054,0.1903,0.2269,0.1868,0.0,0,0.640100002,5.02821207,38.02241135,56.16390228,0.145373195,56.30927658,1,1,1,1,1,1,1,1
33225,33225,1075,1192492800000,1.52,100.1,11.96,22.42,16.7,16.7,30.97,16.69,14.28,22.39,1.38,2.18,0.32,1.85,3.16,5.27,0.81,4.45,37.520021,-87.685095,151,0.0153,0.1715,0.4507,0.3258,0.0364,0.0003,0.0,0.0,0.1906,0.2054,0.1903,0.2269,0.1868,0.0,0,0.640100002,5.02821207,38.02241135,56.16390228,0.145373195,56.30927658,1,1,1,1,1,1,1,1
33226,33226,1075,1193097600000,15.49,99.65,9.7,14.72,12.84,12.84,21.49,8.33,13.16,14.68,2.73,3.6,1.88,1.72,4.86,5.98,3.33,2.64,37.520021,-87.685095,151,0.0153,0.1715,0.4507,0.3258,0.0364,0.0003,0.0,0.0,0.1906,0.2054,0.1903,0.2269,0.1868,0.0,0,0.640100002,5.02821207,38.02241135,56.16390228,0.145373195,56.30927658,1,1,1,1,1,1,1,1
33229,33229,1075,1194912000000,4.55,100.56,10.14,16.05,14.11,14.11,23.91,9.92,13.99,15.92,1.82,2.43,1.32,1.11,4.15,5.89,1.92,3.97,37.520021,-87.685095,151,0.0153,0.1715,0.4507,0.3258,0.0364,0.0003,0.0,0.0,0.1906,0.2054,0.1903,0.2269,0.1868,0.0,0,0.640100002,5.02821207,38.02241135,56.16390228,0.145373195,56.30927658,1,1,1,1,1,1,1,1
33230,33230,1075,1195516800000,0.01,100.69,9.03,15.83,12.45,12.45,23.68,9.25,14.44,15.81,2.07,2.72,1.46,1.27,4.74,6.5,2.42,4.08,37.520021,-87.685095,151,0.0153,0.1715,0.4507,0.3258,0.0364,0.0003,0.0,0.0,0.1906,0.2054,0.1903,0.2269,0.1868,0.0,0,0.640100002,5.02821207,38.02241135,56.16390228,0.145373195,56.30927658,1,1,1,1,1,1,1,1
33231,33231,1075,1196121600000,0.01,101.44,4.55,7.44,2.6,2.62,14.52,2.11,12.41,7.38,2.1,2.56,1.59,0.97,4.36,5.3,3.12,2.17,37.520021,-87.685095,151,0.0153,0.1715,0.4507,0.3258,0.0364,0.0003,0.0,0.0,0.1906,0.2054,0.1903,0.2269,0.1868,0.0,0,0.640100002,5.02821207,38.02241135,56.16390228,0.145373195,56.30927658,1,1,1,1,1,1,1,1
33233,33233,1075,1197331200000,0.06,100.94,10.53,17.34,14.94,14.94,23.8,12.64,11.17,17.28,2.24,2.92,1.73,1.19,5.16,6.52,2.58,3.94,37.520021,-87.685095,151,0.0153,0.1715,0.4507,0.3258,0.0364,0.0003,0.0,0.0,0.1906,0.2054,0.1903,0.2269,0.1868,0.0,0,0.640100002,5.02821207,38.02241135,56.16390228,0.145373195,56.30927658,1,1,1,1,1,1,1,1
