date,PRECTOT,PS,QV2M,T2M,T2MDEW,T2MWET,T2M_MAX,T2M_MIN,T2M_RANGE,TS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,lat,lon,elevation,slope1,slope2,slope3,slope4,slope5,slope6,slope7,slope8,aspectN,aspectE,aspectS,aspectW,aspectUnknown,WAT_LAND,NVG_LAND,URB_LAND,GRS_LAND,FOR_LAND,CULTRF_LAND,CULTIR_LAND,CULT_LAND,SQ1,SQ2,SQ3,SQ4,SQ5,SQ6,SQ7,class
01/09/2009,5.58,100.65,16.26,25.02,21.73,21.73,29.97,21.06,8.91,25.07,1.79,3.0,1.01,1.99,3.25,5.54,1.32,4.21,37.053688,-88.712378,123,0.0364,0.3919,0.4781,0.0903,0.0032,0.0001,0.0,0.0,0.1577,0.137,0.0951,0.1819,0.4283,0.0,0,1.314900041,2.919312954,18.69228554,76.75384521,0.319657207,77.07350159,1,1,1,1,1,1,1,0
08/09/2009,0.0,100.54,13.3,24.72,18.45,18.45,31.24,17.79,13.45,24.1,1.35,2.17,0.33,1.84,2.17,4.39,0.37,4.02,37.053688,-88.712378,123,0.0364,0.3919,0.4781,0.0903,0.0032,0.0001,0.0,0.0,0.1577,0.137,0.0951,0.1819,0.4283,0.0,0,1.314900041,2.919312954,18.69228554,76.75384521,0.319657207,77.07350159,1,1,1,1,1,1,1,0
29/09/2009,0.0,100.61,9.19,18.16,12.74,12.75,23.64,13.79,9.85,18.18,2.66,3.99,1.82,2.17,5.09,6.58,2.95,3.63,37.053688,-88.712378,123,0.0364,0.3919,0.4781,0.0903,0.0032,0.0001,0.0,0.0,0.1577,0.137,0.0951,0.1819,0.4283,0.0,0,1.314900041,2.919312954,18.69228554,76.75384521,0.319657207,77.07350159,1,1,1,1,1,1,1,0
13/10/2009,1.48,100.87,14.98,22.91,20.46,20.46,28.0,19.51,8.48,23.09,1.89,2.87,1.23,1.63,3.52,4.73,1.86,2.87,37.053688,-88.712378,123,0.0364,0.3919,0.4781,0.0903,0.0032,0.0001,0.0,0.0,0.1577,0.137,0.0951,0.1819,0.4283,0.0,0,1.314900041,2.919312954,18.69228554,76.75384521,0.319657207,77.07350159,1,1,1,1,1,1,1,0
20/10/2009,0.0,101.34,6.76,12.29,8.15,8.15,20.79,4.42,16.37,12.2,2.27,2.92,1.56,1.36,4.52,6.58,2.64,3.94,37.053688,-88.712378,123,0.0364,0.3919,0.4781,0.0903,0.0032,0.0001,0.0,0.0,0.1577,0.137,0.0951,0.1819,0.4283,0.0,0,1.314900041,2.919312954,18.69228554,76.75384521,0.319657207,77.07350159,1,1,1,1,1,1,1,0
03/11/2009,0.0,101.18,8.38,13.84,11.39,11.39,21.08,7.58,13.5,13.58,2.17,2.89,1.59,1.29,4.21,5.41,1.96,3.45,37.053688,-88.712378,123,0.0364,0.3919,0.4781,0.0903,0.0032,0.0001,0.0,0.0,0.1577,0.137,0.0951,0.1819,0.4283,0.0,0,1.314900041,2.919312954,18.69228554,76.75384521,0.319657207,77.07350159,1,1,1,1,1,1,1,0
17/11/2009,1.06,100.46,9.52,13.52,13.02,13.02,18.47,6.66,11.82,13.3,1.91,2.62,1.33,1.29,3.76,4.99,1.84,3.15,37.053688,-88.712378,123,0.0364,0.3919,0.4781,0.0903,0.0032,0.0001,0.0,0.0,0.1577,0.137,0.0951,0.1819,0.4283,0.0,0,1.314900041,2.919312954,18.69228554,76.75384521,0.319657207,77.07350159,1,1,1,1,1,1,1,0
24/11/2009,0.03,100.96,7.69,11.97,10.17,10.17,16.33,9.15,7.19,11.58,1.35,1.72,0.27,1.45,2.37,3.72,0.25,3.47,37.053688,-88.712378,123,0.0364,0.3919,0.4781,0.0903,0.0032,0.0001,0.0,0.0,0.1577,0.137,0.0951,0.1819,0.4283,0.0,0,1.314900041,2.919312954,18.69228554,76.75384521,0.319657207,77.07350159,1,1,1,1,1,1,1,0
15/12/2009,10.29,100.98,11.64,17.09,16.22,16.22,21.86,10.45,11.4,16.98,3.06,4.24,1.89,2.34,5.25,6.63,3.63,3.0,37.053688,-88.712378,123,0.0364,0.3919,0.4781,0.0903,0.0032,0.0001,0.0,0.0,0.1577,0.137,0.0951,0.1819,0.4283,0.0,0,1.314900041,2.919312954,18.69228554,76.75384521,0.319657207,77.07350159,1,1,1,1,1,1,1,0
19/01/2010,0.0,100.81,6.78,9.44,8.16,8.16,16.82,4.57,12.25,9.26,1.86,2.4,0.87,1.53,3.39,5.86,1.05,4.8,37.053688,-88.712378,123,0.0364,0.3919,0.4781,0.0903,0.0032,0.0001,0.0,0.0,0.1577,0.137,0.0951,0.1819,0.4283,0.0,0,1.314900041,2.919312954,18.69228554,76.75384521,0.319657207,77.07350159,1,1,1,1,1,1,1,0
23/02/2010,0.03,100.07,6.03,9.37,6.45,6.46,14.93,5.79,9.14,9.58,3.07,3.68,2.09,1.59,5.08,6.02,4.16,1.87,37.053688,-88.712378,123,0.0364,0.3919,0.4781,0.0903,0.0032,0.0001,0.0,0.0,0.1577,0.137,0.0951,0.1819,0.4283,0.0,0,1.314900041,2.919312954,18.69228554,76.75384521,0.319657207,77.07350159,1,1,1,1,1,1,1,0
09/03/2010,0.71,100.54,6.92,12.43,8.48,8.48,19.03,7.65,11.37,11.9,2.36,3.62,1.27,2.35,4.32,6.94,2.1,4.84,37.053688,-88.712378,123,0.0364,0.3919,0.4781,0.0903,0.0032,0.0001,0.0,0.0,0.1577,0.137,0.0951,0.1819,0.4283,0.0,0,1.314900041,2.919312954,18.69228554,76.75384521,0.319657207,77.07350159,1,1,1,1,1,1,1,0
16/03/2010,0.36,100.79,6.2,10.09,6.92,6.92,17.12,4.27,12.85,10.35,2.63,3.51,1.96,1.55,4.65,5.96,3.2,2.76,37.053688,-88.712378,123,0.0364,0.3919,0.4781,0.0903,0.0032,0.0001,0.0,0.0,0.1577,0.137,0.0951,0.1819,0.4283,0.0,0,1.314900041,2.919312954,18.69228554,76.75384521,0.319657207,77.07350159,1,1,1,1,1,1,1,0
23/03/2010,0.0,100.79,7.19,11.6,8.86,8.87,20.33,4.22,16.11,11.67,2.09,2.68,1.32,1.36,3.62,5.45,1.85,3.6,37.053688,-88.712378,123,0.0364,0.3919,0.4781,0.0903,0.0032,0.0001,0.0,0.0,0.1577,0.137,0.0951,0.1819,0.4283,0.0,0,1.314900041,2.919312954,18.69228554,76.75384521,0.319657207,77.07350159,1,1,1,1,1,1,1,0
30/03/2010,0.0,100.62,6.77,12.54,8.2,8.2,20.14,5.85,14.29,12.49,2.56,2.94,2.03,0.91,4.63,5.99,2.75,3.24,37.053688,-88.712378,123,0.0364,0.3919,0.4781,0.0903,0.0032,0.0001,0.0,0.0,0.1577,0.137,0.0951,0.1819,0.4283,0.0,0,1.314900041,2.919312954,18.69228554,76.75384521,0.319657207,77.07350159,1,1,1,1,1,1,1,0
13/04/2010,0.13,101.41,9.88,17.81,13.97,13.98,24.35,10.68,13.66,17.78,3.27,4.37,2.1,2.26,6.16,7.67,2.58,5.09,37.053688,-88.712378,123,0.0364,0.3919,0.4781,0.0903,0.0032,0.0001,0.0,0.0,0.1577,0.137,0.0951,0.1819,0.4283,0.0,0,1.314900041,2.919312954,18.69228554,76.75384521,0.319657207,77.07350159,1,1,1,1,1,1,1,1
20/04/2010,1.28,100.4,10.92,17.56,15.4,15.4,21.61,14.03,7.58,17.52,2.14,3.34,1.33,2.01,3.84,4.55,2.93,1.62,37.053688,-88.712378,123,0.0364,0.3919,0.4781,0.0903,0.0032,0.0001,0.0,0.0,0.1577,0.137,0.0951,0.1819,0.4283,0.0,0,1.314900041,2.919312954,18.69228554,76.75384521,0.319657207,77.07350159,1,1,1,1,1,1,1,1
18/05/2010,4.94,100.36,15.44,23.42,20.82,20.82,28.17,18.23,9.94,23.34,2.33,3.82,1.27,2.55,4.35,5.7,1.72,3.99,37.053688,-88.712378,123,0.0364,0.3919,0.4781,0.0903,0.0032,0.0001,0.0,0.0,0.1577,0.137,0.0951,0.1819,0.4283,0.0,0,1.314900041,2.919312954,18.69228554,76.75384521,0.319657207,77.07350159,1,1,1,1,1,1,1,0
08/06/2010,0.0,100.73,13.87,26.52,19.18,19.18,34.01,19.53,14.48,26.88,1.77,2.26,1.04,1.22,3.57,5.67,1.14,4.53,37.053688,-88.712378,123,0.0364,0.3919,0.4781,0.0903,0.0032,0.0001,0.0,0.0,0.1577,0.137,0.0951,0.1819,0.4283,0.0,0,1.314900041,2.919312954,18.69228554,76.75384521,0.319657207,77.07350159,1,1,1,1,1,1,1,0
22/06/2010,4.91,100.94,16.71,27.36,22.25,22.25,32.67,21.67,11.0,27.58,1.93,3.16,0.93,2.22,3.18,4.36,1.51,2.85,37.053688,-88.712378,123,0.0364,0.3919,0.4781,0.0903,0.0032,0.0001,0.0,0.0,0.1577,0.137,0.0951,0.1819,0.4283,0.0,0,1.314900041,2.919312954,18.69228554,76.75384521,0.319657207,77.07350159,1,1,1,1,1,1,1,0
29/06/2010,8.5,100.56,16.58,27.3,22.04,22.04,33.1,22.95,10.14,27.79,1.5,2.84,0.49,2.35,2.53,3.97,0.53,3.43,37.053688,-88.712378,123,0.0364,0.3919,0.4781,0.0903,0.0032,0.0001,0.0,0.0,0.1577,0.137,0.0951,0.1819,0.4283,0.0,0,1.314900041,2.919312954,18.69228554,76.75384521,0.319657207,77.07350159,1,1,1,1,1,1,1,0
20/07/2010,2.05,100.9,16.76,29.78,22.25,22.25,35.83,24.67,11.16,30.04,1.58,2.64,0.44,2.2,2.8,5.46,0.62,4.84,37.053688,-88.712378,123,0.0364,0.3919,0.4781,0.0903,0.0032,0.0001,0.0,0.0,0.1577,0.137,0.0951,0.1819,0.4283,0.0,0,1.314900041,2.919312954,18.69228554,76.75384521,0.319657207,77.07350159,1,1,1,1,1,1,1,1
17/08/2010,0.28,100.5,16.46,28.82,21.91,21.91,35.86,22.99,12.87,29.31,2.68,4.08,1.56,2.52,4.89,5.7,3.25,2.45,37.053688,-88.712378,123,0.0364,0.3919,0.4781,0.0903,0.0032,0.0001,0.0,0.0,0.1577,0.137,0.0951,0.1819,0.4283,0.0,0,1.314900041,2.919312954,18.69228554,76.75384521,0.319657207,77.07350159,1,1,1,1,1,1,1,1
07/09/2010,0.0,100.93,14.91,28.78,20.34,20.34,36.21,22.54,13.67,29.26,2.1,3.12,1.11,2.01,3.74,5.32,1.9,3.43,37.053688,-88.712378,123,0.0364,0.3919,0.4781,0.0903,0.0032,0.0001,0.0,0.0,0.1577,0.137,0.0951,0.1819,0.4283,0.0,0,1.314900041,2.919312954,18.69228554,76.75384521,0.319657207,77.07350159,1,1,1,1,1,1,1,1
14/09/2010,0.0,100.66,13.17,28.42,18.22,18.22,36.16,22.05,14.11,29.22,2.16,3.32,1.43,1.89,3.89,6.46,1.88,4.58,37.053688,-88.712378,123,0.0364,0.3919,0.4781,0.0903,0.0032,0.0001,0.0,0.0,0.1577,0.137,0.0951,0.1819,0.4283,0.0,0,1.314900041,2.919312954,18.69228554,76.75384521,0.319657207,77.07350159,1,1,1,1,1,1,1,1
28/09/2010,0.0,99.85,9.42,19.31,13.04,13.04,25.91,13.31,12.59,19.35,2.08,2.71,1.66,1.05,3.71,5.14,2.47,2.67,37.053688,-88.712378,123,0.0364,0.3919,0.4781,0.0903,0.0032,0.0001,0.0,0.0,0.1577,0.137,0.0951,0.1819,0.4283,0.0,0,1.314900041,2.919312954,18.69228554,76.75384521,0.319657207,77.07350159,1,1,1,1,1,1,1,1
05/10/2010,0.0,101.26,5.31,14.69,4.78,4.8,23.91,7.08,16.82,15.01,3.16,4.57,2.18,2.38,5.71,6.33,4.31,2.02,37.053688,-88.712378,123,0.0364,0.3919,0.4781,0.0903,0.0032,0.0001,0.0,0.0,0.1577,0.137,0.0951,0.1819,0.4283,0.0,0,1.314900041,2.919312954,18.69228554,76.75384521,0.319657207,77.07350159,1,1,1,1,1,1,1,1
12/10/2010,6.52,100.53,11.7,21.16,16.46,16.46,28.05,15.26,12.79,21.37,2.05,3.15,0.99,2.16,3.74,5.83,1.34,4.49,37.053688,-88.712378,123,0.0364,0.3919,0.4781,0.0903,0.0032,0.0001,0.0,0.0,0.1577,0.137,0.0951,0.1819,0.4283,0.0,0,1.314900041,2.919312954,18.69228554,76.75384521,0.319657207,77.07350159,1,1,1,1,1,1,1,1
23/11/2010,1.45,101.03,11.71,18.16,16.57,16.57,25.38,12.64,12.74,18.06,2.32,3.39,1.69,1.7,4.55,5.71,3.02,2.69,37.053688,-88.712378,123,0.0364,0.3919,0.4781,0.0903,0.0032,0.0001,0.0,0.0,0.1577,0.137,0.0951,0.1819,0.4283,0.0,0,1.314900041,2.919312954,18.69228554,76.75384521,0.319657207,77.07350159,1,1,1,1,1,1,1,1
04/01/2011,0.08,101.07,4.32,8.34,1.8,1.82,15.74,1.34,14.4,6.97,1.48,2.2,0.27,1.93,2.34,4.36,0.42,3.94,37.053688,-88.712378,123,0.0364,0.3919,0.4781,0.0903,0.0032,0.0001,0.0,0.0,0.1577,0.137,0.0951,0.1819,0.4283,0.0,0,1.314900041,2.919312954,18.69228554,76.75384521,0.319657207,77.07350159,1,1,1,1,1,1,1,1
18/01/2011,15.83,100.16,7.16,9.42,8.76,8.76,16.13,5.38,10.75,9.34,1.89,2.9,0.99,1.91,3.26,5.77,1.6,4.17,37.053688,-88.712378,123,0.0364,0.3919,0.4781,0.0903,0.0032,0.0001,0.0,0.0,0.1577,0.137,0.0951,0.1819,0.4283,0.0,0,1.314900041,2.919312954,18.69228554,76.75384521,0.319657207,77.07350159,1,1,1,1,1,1,1,1
15/02/2011,0.0,101.42,6.15,10.99,6.92,6.92,19.03,6.36,12.67,10.77,2.21,2.86,1.53,1.33,4.14,6.52,2.32,4.2,37.053688,-88.712378,123,0.0364,0.3919,0.4781,0.0903,0.0032,0.0001,0.0,0.0,0.1577,0.137,0.0951,0.1819,0.4283,0.0,0,1.314900041,2.919312954,18.69228554,76.75384521,0.319657207,77.07350159,1,1,1,1,1,1,1,1
22/03/2011,0.0,100.9,11.07,19.26,15.69,15.69,26.73,12.62,14.11,19.2,2.63,3.78,1.69,2.08,5.02,6.73,2.39,4.35,37.053688,-88.712378,123,0.0364,0.3919,0.4781,0.0903,0.0032,0.0001,0.0,0.0,0.1577,0.137,0.0951,0.1819,0.4283,0.0,0,1.314900041,2.919312954,18.69228554,76.75384521,0.319657207,77.07350159,1,1,1,1,1,1,1,1
29/03/2011,6.41,100.68,9.6,15.93,13.19,13.19,22.19,10.65,11.54,16.46,2.78,4.2,1.61,2.6,4.16,5.94,1.9,4.04,37.053688,-88.712378,123,0.0364,0.3919,0.4781,0.0903,0.0032,0.0001,0.0,0.0,0.1577,0.137,0.0951,0.1819,0.4283,0.0,0,1.314900041,2.919312954,18.69228554,76.75384521,0.319657207,77.07350159,1,1,1,1,1,1,1,1
07/06/2011,1.07,100.43,14.46,28.61,19.79,19.79,33.63,24.44,9.19,29.1,2.6,3.9,1.12,2.78,4.3,5.6,2.9,2.7,37.053688,-88.712378,123,0.0364,0.3919,0.4781,0.0903,0.0032,0.0001,0.0,0.0,0.1577,0.137,0.0951,0.1819,0.4283,0.0,0,1.314900041,2.919312954,18.69228554,76.75384521,0.319657207,77.07350159,1,1,1,1,1,1,1,1
21/06/2011,1.71,100.52,14.66,29.5,19.95,19.95,36.42,23.66,12.76,30.16,2.27,4.04,1.02,3.03,3.93,5.55,1.68,3.87,37.053688,-88.712378,123,0.0364,0.3919,0.4781,0.0903,0.0032,0.0001,0.0,0.0,0.1577,0.137,0.0951,0.1819,0.4283,0.0,0,1.314900041,2.919312954,18.69228554,76.75384521,0.319657207,77.07350159,1,1,1,1,1,1,1,1
28/06/2011,11.7,100.71,17.25,27.74,22.71,22.71,33.14,23.51,9.64,27.97,1.75,2.33,1.17,1.16,3.1,3.81,2.14,1.67,37.053688,-88.712378,123,0.0364,0.3919,0.4781,0.0903,0.0032,0.0001,0.0,0.0,0.1577,0.137,0.0951,0.1819,0.4283,0.0,0,1.314900041,2.919312954,18.69228554,76.75384521,0.319657207,77.07350159,1,1,1,1,1,1,1,1
05/07/2011,1.28,100.5,14.04,28.64,19.31,19.31,35.89,22.2,13.7,29.25,1.68,2.5,0.68,1.81,3.16,4.62,0.91,3.71,37.053688,-88.712378,123,0.0364,0.3919,0.4781,0.0903,0.0032,0.0001,0.0,0.0,0.1577,0.137,0.0951,0.1819,0.4283,0.0,0,1.314900041,2.919312954,18.69228554,76.75384521,0.319657207,77.07350159,1,1,1,1,1,1,1,1
19/07/2011,0.09,100.48,15.27,28.31,20.67,20.67,34.61,21.74,12.87,28.54,1.27,2.58,0.33,2.26,2.33,5.55,0.51,5.04,37.053688,-88.712378,123,0.0364,0.3919,0.4781,0.0903,0.0032,0.0001,0.0,0.0,0.1577,0.137,0.0951,0.1819,0.4283,0.0,0,1.314900041,2.919312954,18.69228554,76.75384521,0.319657207,77.07350159,1,1,1,1,1,1,1,1
16/08/2011,0.0,100.41,11.53,27.18,16.18,16.18,35.47,19.56,15.91,27.74,1.63,1.96,1.29,0.67,3.02,5.15,1.75,3.39,37.053688,-88.712378,123,0.0364,0.3919,0.4781,0.0903,0.0032,0.0001,0.0,0.0,0.1577,0.137,0.0951,0.1819,0.4283,0.0,0,1.314900041,2.919312954,18.69228554,76.75384521,0.319657207,77.07350159,1,1,1,1,1,1,1,1
13/09/2011,0.06,100.58,11.62,26.32,16.33,16.33,34.01,18.49,15.52,26.08,1.6,2.42,0.56,1.87,2.75,4.77,0.92,3.85,37.053688,-88.712378,123,0.0364,0.3919,0.4781,0.0903,0.0032,0.0001,0.0,0.0,0.1577,0.137,0.0951,0.1819,0.4283,0.0,0,1.314900041,2.919312954,18.69228554,76.75384521,0.319657207,77.07350159,1,1,1,1,1,1,1,1
27/09/2011,1.78,100.29,15.29,25.78,20.68,20.67,32.07,20.53,11.54,26.1,1.9,2.82,1.32,1.5,3.59,4.49,1.94,2.55,37.053688,-88.712378,123,0.0364,0.3919,0.4781,0.0903,0.0032,0.0001,0.0,0.0,0.1577,0.137,0.0951,0.1819,0.4283,0.0,0,1.314900041,2.919312954,18.69228554,76.75384521,0.319657207,77.07350159,1,1,1,1,1,1,1,1
11/10/2011,1.89,99.89,13.36,21.76,18.5,18.5,27.6,18.46,9.13,22.1,3.23,4.27,2.08,2.19,5.17,6.1,3.87,2.22,37.053688,-88.712378,123,0.0364,0.3919,0.4781,0.0903,0.0032,0.0001,0.0,0.0,0.1577,0.137,0.0951,0.1819,0.4283,0.0,0,1.314900041,2.919312954,18.69228554,76.75384521,0.319657207,77.07350159,1,1,1,1,1,1,1,1
18/10/2011,4.92,99.52,14.18,22.74,19.26,19.26,29.35,16.53,12.82,22.9,2.3,3.31,1.3,2.01,4.01,6.04,2.11,3.93,37.053688,-88.712378,123,0.0364,0.3919,0.4781,0.0903,0.0032,0.0001,0.0,0.0,0.1577,0.137,0.0951,0.1819,0.4283,0.0,0,1.314900041,2.919312954,18.69228554,76.75384521,0.319657207,77.07350159,1,1,1,1,1,1,1,1
01/11/2011,0.0,101.33,4.71,13.28,2.88,2.93,23.12,6.68,16.44,13.49,2.77,4.43,2.12,2.31,5.27,6.7,3.04,3.66,37.053688,-88.712378,123,0.0364,0.3919,0.4781,0.0903,0.0032,0.0001,0.0,0.0,0.1577,0.137,0.0951,0.1819,0.4283,0.0,0,1.314900041,2.919312954,18.69228554,76.75384521,0.319657207,77.07350159,1,1,1,1,1,1,1,1
08/11/2011,0.0,101.05,8.57,17.92,11.74,11.74,26.21,11.61,14.6,18.15,2.62,3.57,1.73,1.84,4.81,5.65,3.36,2.28,37.053688,-88.712378,123,0.0364,0.3919,0.4781,0.0903,0.0032,0.0001,0.0,0.0,0.1577,0.137,0.0951,0.1819,0.4283,0.0,0,1.314900041,2.919312954,18.69228554,76.75384521,0.319657207,77.07350159,1,1,1,1,1,1,1,1
20/12/2011,13.82,100.9,10.56,15.6,14.83,14.83,20.22,11.83,8.4,15.47,3.14,4.37,2.04,2.33,5.72,7.61,2.77,4.83,37.053688,-88.712378,123,0.0364,0.3919,0.4781,0.0903,0.0032,0.0001,0.0,0.0,0.1577,0.137,0.0951,0.1819,0.4283,0.0,0,1.314900041,2.919312954,18.69228554,76.75384521,0.319657207,77.07350159,1,1,1,1,1,1,1,1
24/01/2012,3.2,101.09,8.7,15.42,11.85,11.85,19.89,12.06,7.84,15.34,1.95,2.61,1.16,1.45,3.68,6.05,1.83,4.22,37.053688,-88.712378,123,0.0364,0.3919,0.4781,0.0903,0.0032,0.0001,0.0,0.0,0.1577,0.137,0.0951,0.1819,0.4283,0.0,0,1.314900041,2.919312954,18.69228554,76.75384521,0.319657207,77.07350159,1,1,1,1,1,1,1,1
07/02/2012,0.01,101.05,7.33,12.21,9.44,9.44,17.94,8.56,9.39,12.07,2.22,2.99,1.62,1.37,3.69,5.11,2.48,2.63,37.053688,-88.712378,123,0.0364,0.3919,0.4781,0.0903,0.0032,0.0001,0.0,0.0,0.1577,0.137,0.0951,0.1819,0.4283,0.0,0,1.314900041,2.919312954,18.69228554,76.75384521,0.319657207,77.07350159,1,1,1,1,1,1,1,1
21/02/2012,0.21,101.19,7.89,12.21,10.38,10.38,18.17,7.44,10.72,12.22,2.3,3.07,0.61,2.45,4.2,5.66,1.23,4.43,37.053688,-88.712378,123,0.0364,0.3919,0.4781,0.0903,0.0032,0.0001,0.0,0.0,0.1577,0.137,0.0951,0.1819,0.4283,0.0,0,1.314900041,2.919312954,18.69228554,76.75384521,0.319657207,77.07350159,1,1,1,1,1,1,1,1
13/03/2012,1.61,101.34,12.11,19.46,17.12,17.12,25.53,14.17,11.36,19.53,1.87,2.11,1.6,0.51,3.66,5.41,2.14,3.27,37.053688,-88.712378,123,0.0364,0.3919,0.4781,0.0903,0.0032,0.0001,0.0,0.0,0.1577,0.137,0.0951,0.1819,0.4283,0.0,0,1.314900041,2.919312954,18.69228554,76.75384521,0.319657207,77.07350159,1,1,1,1,1,1,1,1
20/03/2012,0.0,100.82,11.49,20.05,16.26,16.26,26.27,14.9,11.37,19.92,2.88,4.73,1.68,3.05,5.37,6.85,3.51,3.34,37.053688,-88.712378,123,0.0364,0.3919,0.4781,0.0903,0.0032,0.0001,0.0,0.0,0.1577,0.137,0.0951,0.1819,0.4283,0.0,0,1.314900041,2.919312954,18.69228554,76.75384521,0.319657207,77.07350159,1,1,1,1,1,1,1,1
27/03/2012,0.02,100.98,10.46,20.28,14.77,14.77,27.48,14.57,12.92,19.48,2.02,2.79,1.33,1.46,3.61,6.07,1.8,4.27,37.053688,-88.712378,123,0.0364,0.3919,0.4781,0.0903,0.0032,0.0001,0.0,0.0,0.1577,0.137,0.0951,0.1819,0.4283,0.0,0,1.314900041,2.919312954,18.69228554,76.75384521,0.319657207,77.07350159,1,1,1,1,1,1,1,1
03/04/2012,8.86,100.37,13.31,21.68,18.47,18.47,27.04,17.27,9.77,21.24,1.81,3.02,0.41,2.61,3.26,5.6,0.59,5.02,37.053688,-88.712378,123,0.0364,0.3919,0.4781,0.0903,0.0032,0.0001,0.0,0.0,0.1577,0.137,0.0951,0.1819,0.4283,0.0,0,1.314900041,2.919312954,18.69228554,76.75384521,0.319657207,77.07350159,1,1,1,1,1,1,1,1
10/04/2012,0.0,100.78,8.67,18.02,11.85,11.85,26.15,10.14,16.01,18.03,1.94,2.46,0.84,1.62,3.86,5.42,0.96,4.46,37.053688,-88.712378,123,0.0364,0.3919,0.4781,0.0903,0.0032,0.0001,0.0,0.0,0.1577,0.137,0.0951,0.1819,0.4283,0.0,0,1.314900041,2.919312954,18.69228554,76.75384521,0.319657207,77.07350159,1,1,1,1,1,1,1,1
17/04/2012,0.74,100.97,11.39,21.31,16.14,16.14,27.19,16.07,11.12,21.02,1.92,3.25,0.58,2.67,3.29,4.57,0.89,3.67,37.053688,-88.712378,123,0.0364,0.3919,0.4781,0.0903,0.0032,0.0001,0.0,0.0,0.1577,0.137,0.0951,0.1819,0.4283,0.0,0,1.314900041,2.919312954,18.69228554,76.75384521,0.319657207,77.07350159,1,1,1,1,1,1,1,1
01/05/2012,0.0,100.79,12.89,25.68,18.06,18.06,32.55,19.24,13.31,25.77,1.92,2.87,0.54,2.33,3.25,3.99,1.05,2.95,37.053688,-88.712378,123,0.0364,0.3919,0.4781,0.0903,0.0032,0.0001,0.0,0.0,0.1577,0.137,0.0951,0.1819,0.4283,0.0,0,1.314900041,2.919312954,18.69228554,76.75384521,0.319657207,77.07350159,1,1,1,1,1,1,1,1
22/05/2012,0.18,100.27,12.5,23.89,17.5,17.5,30.48,17.51,12.97,24.32,1.84,2.83,0.85,1.98,3.25,4.05,2.01,2.05,37.053688,-88.712378,123,0.0364,0.3919,0.4781,0.0903,0.0032,0.0001,0.0,0.0,0.1577,0.137,0.0951,0.1819,0.4283,0.0,0,1.314900041,2.919312954,18.69228554,76.75384521,0.319657207,77.07350159,1,1,1,1,1,1,1,1
10/07/2012,2.76,100.6,16.82,26.01,22.31,22.31,30.12,22.73,7.39,26.12,1.67,3.17,0.87,2.31,2.91,4.51,1.17,3.34,37.053688,-88.712378,123,0.0364,0.3919,0.4781,0.0903,0.0032,0.0001,0.0,0.0,0.1577,0.137,0.0951,0.1819,0.4283,0.0,0,1.314900041,2.919312954,18.69228554,76.75384521,0.319657207,77.07350159,1,1,1,1,1,1,1,1
11/09/2012,0.01,101.06,12.11,21.87,17.09,17.09,27.57,16.26,11.31,21.77,2.75,4.03,1.95,2.08,5.45,7.19,2.86,4.32,37.053688,-88.712378,123,0.0364,0.3919,0.4781,0.0903,0.0032,0.0001,0.0,0.0,0.1577,0.137,0.0951,0.1819,0.4283,0.0,0,1.314900041,2.919312954,18.69228554,76.75384521,0.319657207,77.07350159,1,1,1,1,1,1,1,0
25/09/2012,0.01,101.04,10.62,19.73,14.82,14.82,27.72,11.58,16.13,19.34,2.18,2.74,1.66,1.09,4.08,6.07,2.42,3.64,37.053688,-88.712378,123,0.0364,0.3919,0.4781,0.0903,0.0032,0.0001,0.0,0.0,0.1577,0.137,0.0951,0.1819,0.4283,0.0,0,1.314900041,2.919312954,18.69228554,76.75384521,0.319657207,77.07350159,1,1,1,1,1,1,1,0
02/10/2012,0.35,100.1,12.38,20.14,17.31,17.31,24.36,16.15,8.21,20.15,2.06,3.58,1.12,2.46,3.66,4.97,2.15,2.82,37.053688,-88.712378,123,0.0364,0.3919,0.4781,0.0903,0.0032,0.0001,0.0,0.0,0.1577,0.137,0.0951,0.1819,0.4283,0.0,0,1.314900041,2.919312954,18.69228554,76.75384521,0.319657207,77.07350159,1,1,1,1,1,1,1,0
09/10/2012,0.0,100.82,9.78,17.94,13.71,13.71,24.76,11.04,13.72,17.33,1.38,1.97,0.39,1.58,2.36,4.41,0.38,4.04,37.053688,-88.712378,123,0.0364,0.3919,0.4781,0.0903,0.0032,0.0001,0.0,0.0,0.1577,0.137,0.0951,0.1819,0.4283,0.0,0,1.314900041,2.919312954,18.69228554,76.75384521,0.319657207,77.07350159,1,1,1,1,1,1,1,0
16/10/2012,0.0,100.36,7.59,16.92,9.84,9.84,23.65,10.43,13.22,16.65,2.2,3.7,1.47,2.23,3.93,6.2,2.63,3.57,37.053688,-88.712378,123,0.0364,0.3919,0.4781,0.0903,0.0032,0.0001,0.0,0.0,0.1577,0.137,0.0951,0.1819,0.4283,0.0,0,1.314900041,2.919312954,18.69228554,76.75384521,0.319657207,77.07350159,1,1,1,1,1,1,1,1
